id,crop,category,intent,question,answer,region,soil,timestamp,crop1,crop2
guava_Varieties_3824,guava,fruit,Varieties,Hybrid varieties of guava,"🌱 **GUAVA VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Surahi
• Lahori Red
• Seedless
• Allahabad Safeda

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",Sindh,,2026-02-12T19:42:49.330050,,
guava_Varieties_3825,guava,fruit,Varieties,Disease-resistant varieties of guava,"🌱 **GUAVA VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Surahi
• Lahori Red
• Seedless
• Allahabad Safeda

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",Sindh,,2026-02-12T19:42:49.330050,,
guava_Varieties_3826,guava,fruit,Varieties,Which variety of guava is best?,"🌱 **GUAVA VARIETIES IN PAKISTAN** 🌱

**Recommended Varieties:**
• Surahi
• Lahori Red
• Seedless
• Allahabad Safeda

**Variety Selection Criteria:**
• **Yield potential:** Choose high-yielding varieties
• **Disease resistance:** Prefer varieties resistant to common diseases
• **Duration:** Select based on your cropping system
• **Region suitability:** Varieties recommended for your area
• **Market demand:** Popular varieties fetch better prices

**New Releases:** Check with your local agriculture extension officer for newly approved varieties.",Sindh,,2026-02-12T19:42:49.330050,,
guava_Climate_3827,guava,fruit,Climate,Climate requirements for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Climate_3828,guava,fruit,Climate,Temperature range for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Climate_3829,guava,fruit,Climate,Best climate for guava cultivation,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Climate_3830,guava,fruit,Climate,Effect of temperature on guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Water_3831,guava,fruit,Water,Water requirement of guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Water_3832,guava,fruit,Water,How much water does guava need?,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Water_3833,guava,fruit,Water,Drought tolerance of guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Water_3834,guava,fruit,Water,Water stress symptoms in guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Water_3835,guava,fruit,Water,Critical stages for water in guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Storage_3836,guava,fruit,Storage,How to store guava after harvest?,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Storage_3837,guava,fruit,Storage,Storage methods for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.330050,,
guava_Storage_3838,guava,fruit,Storage,Post-harvest management of guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.330050,,
guava_Storage_3839,guava,fruit,Storage,How long can guava be stored?,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",KPK,,2026-02-12T19:42:49.330050,,
guava_Storage_3840,guava,fruit,Storage,Storage pests of guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.330050,,
guava_Organic_3841,guava,fruit,Organic,How to grow organic guava?,"🌿 **ORGANIC GUAVA FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",Punjab,,2026-02-12T19:42:49.330050,,
guava_Organic_3842,guava,fruit,Organic,Organic farming for guava,"🌿 **ORGANIC GUAVA FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",KPK,,2026-02-12T19:42:49.330050,,
guava_Organic_3843,guava,fruit,Organic,Organic fertilizers for guava,"🌿 **ORGANIC GUAVA FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",KPK,,2026-02-12T19:42:49.330050,,
guava_Organic_3844,guava,fruit,Organic,Organic pest control for guava,"🌿 **ORGANIC GUAVA FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",Sindh,,2026-02-12T19:42:49.330050,,
guava_Organic_3845,guava,fruit,Organic,Certified organic guava production,"🌿 **ORGANIC GUAVA FARMING GUIDE** 🌿

**Soil Preparation:**
• Apply well-decomposed FYM (15-20 tons/acre)
• Green manuring with dhaincha/sunn hemp
• Vermicompost (2-3 tons/acre)

**Organic Nutrient Management:**
• Neem cake: 250-500 kg/acre
• Poultry manure: 4-5 tons/acre
• Bone meal: 100-200 kg/acre
• Biofertilizers: Rhizobium, Azotobacter, PSB

**Organic Pest Management:**
• Neem oil (5 ml/L water)
• Garlic-chili extract
• Yellow sticky traps
• Pheromone traps

**Certification Process:**
• Conversion period: 3 years
• No synthetic inputs during this period
• Apply to Organic Certification Body
• Maintain farm records
• Annual inspection required

**Market Premium:** Organic produce fetches 20-50% higher prices in export and niche domestic markets.",Punjab,,2026-02-12T19:42:49.330050,,
guava_SeedRate_3846,guava,fruit,SeedRate,Seed rate for guava per acre,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.330050,,
guava_SeedRate_3847,guava,fruit,SeedRate,How much seed for guava?,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.330050,,
guava_SeedRate_3848,guava,fruit,SeedRate,Seed quantity for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Punjab,,2026-02-12T19:42:49.330050,,
guava_SeedRate_3849,guava,fruit,SeedRate,Planting density for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_SeedRate_3850,guava,fruit,SeedRate,How many seeds per acre for guava?,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Spacing_3851,guava,fruit,Spacing,Plant spacing for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Spacing_3852,guava,fruit,Spacing,Row spacing for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Spacing_3853,guava,fruit,Spacing,Plant population for guava per acre,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Spacing_3854,guava,fruit,Spacing,Distance between plants for guava,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Spacing_3855,guava,fruit,Spacing,How much space for guava?,"I have information about Guava. What specific aspect would you like to know? (cultivation, sowing time, harvest, fertilizer, irrigation, pests, diseases, varieties, yield, profit, etc.)",Sindh,,2026-02-12T19:42:49.330050,,
guava_Regions_3856,guava,fruit,Regions,Where is guava grown in Pakistan?,"📍 **GUAVA GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Lahore, Sheikhupura, Sahiwal, Hyderabad, Peshawar

**Best Regions:**
• Guava is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Guava thrives in 20-30°C temperature with 6-8 irrigations/year water availability.",Sindh,,2026-02-12T19:42:49.330050,,
guava_Regions_3857,guava,fruit,Regions,Major guava producing areas in Pakistan,"📍 **GUAVA GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Lahore, Sheikhupura, Sahiwal, Hyderabad, Peshawar

**Best Regions:**
• Guava is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Guava thrives in 20-30°C temperature with 6-8 irrigations/year water availability.",Sindh,,2026-02-12T19:42:49.330050,,
guava_Regions_3858,guava,fruit,Regions,Best region for guava cultivation,"📍 **GUAVA GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Lahore, Sheikhupura, Sahiwal, Hyderabad, Peshawar

**Best Regions:**
• Guava is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Guava thrives in 20-30°C temperature with 6-8 irrigations/year water availability.",Sindh,,2026-02-12T19:42:49.330050,,
guava_Regions_3859,guava,fruit,Regions,Which province grows most guava?,"📍 **GUAVA GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Lahore, Sheikhupura, Sahiwal, Hyderabad, Peshawar

**Best Regions:**
• Guava is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Guava thrives in 20-30°C temperature with 6-8 irrigations/year water availability.",KPK,,2026-02-12T19:42:49.330050,,
guava_Regions_3860,guava,fruit,Regions,guava farming districts in Punjab,"📍 **GUAVA GROWING REGIONS IN PAKISTAN** 📍

**Major Provinces:**
• Punjab, Sindh, KPK

**Key Districts:**
• Lahore, Sheikhupura, Sahiwal, Hyderabad, Peshawar

**Best Regions:**
• Guava is grown across Pakistan with suitable agro-climatic conditions

**Climate Suitability:** Guava thrives in 20-30°C temperature with 6-8 irrigations/year water availability.",Punjab,,2026-02-12T19:42:49.330050,,
guava_Government_3861,guava,fruit,Government,Government support for guava farmers,"🏛️ **GOVERNMENT SUPPORT FOR GUAVA FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",Punjab,,2026-02-12T19:42:49.330050,,
guava_Government_3862,guava,fruit,Government,Subsidy on guava inputs,"🏛️ **GOVERNMENT SUPPORT FOR GUAVA FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",Punjab,,2026-02-12T19:42:49.330050,,
guava_Government_3863,guava,fruit,Government,Support price for guava,"🏛️ **GOVERNMENT SUPPORT FOR GUAVA FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",Punjab,,2026-02-12T19:42:49.330050,,
guava_Government_3864,guava,fruit,Government,Crop loan for guava,"🏛️ **GOVERNMENT SUPPORT FOR GUAVA FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",Punjab,,2026-02-12T19:42:49.330050,,
guava_Government_3865,guava,fruit,Government,Insurance schemes for guava,"🏛️ **GOVERNMENT SUPPORT FOR GUAVA FARMERS** 🏛️

**Support Price/Marketing:**
• Wheat: Support price announced annually (Rs. 3,900/40kg)
• Sugarcane: Procurement zones, mill price
• Cotton: Minimum support price

**Subsidies:**
• **Fertilizers:** Subsidized DAP, Urea, Potash
• **Seeds:** Certified seed subsidy through PASSCO, Punjab Seed Corporation
• **Irrigation:** 60-80% subsidy on drip/sprinkler systems
• **Farm Machinery:** Subsidy on laser land levelers, bed planters, harvesters

**Crop Loans:**
• ZTBL, commercial banks offer agricultural credit
• Interest rate: 7-8% for crop loans
• Kissan Card scheme in Punjab

**How to Avail:**
1. Visit your nearest Agriculture Extension office
2. Contact Punjab/Sindh Agriculture Department
3. Apply through bank for crop loans
4. Register for subsidy schemes online

**Helpline:** Punjab Agriculture Department: 0800-15000",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_Cultivation_3866,alfalfa,fodder,Cultivation,How to grow alfalfa in Pakistan?,"🌾 **Alfalfa CULTIVATION GUIDE - PAKISTAN** 🌾

**Season:** Year-round
**Sowing Time:** October-November, February-March
**Harvest Time:** Every 30-35 days
**Duration:** 3-5 years (perennial)

**Soil Requirements:** Well-drained loamy, pH 6.5-7.0
**Temperature:** 15-25°C
**Water:** 8-10 irrigations/year

**Recommended Varieties:** Lucerne, Sargodha-2002, Punjab-2010
**Fertilizer:** DAP 1 bag/acre, Rhizobium inoculation
**Expected Yield:** 400-500 maunds/acre/year
**Major Regions:** Punjab, Sindh, KPK, Balochistan

For successful cultivation, ensure proper seed selection, timely operations, balanced nutrition, and integrated pest management.",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_Cultivation_3867,alfalfa,fodder,Cultivation,Complete cultivation guide for alfalfa,"🌾 **Alfalfa CULTIVATION GUIDE - PAKISTAN** 🌾

**Season:** Year-round
**Sowing Time:** October-November, February-March
**Harvest Time:** Every 30-35 days
**Duration:** 3-5 years (perennial)

**Soil Requirements:** Well-drained loamy, pH 6.5-7.0
**Temperature:** 15-25°C
**Water:** 8-10 irrigations/year

**Recommended Varieties:** Lucerne, Sargodha-2002, Punjab-2010
**Fertilizer:** DAP 1 bag/acre, Rhizobium inoculation
**Expected Yield:** 400-500 maunds/acre/year
**Major Regions:** Punjab, Sindh, KPK, Balochistan

For successful cultivation, ensure proper seed selection, timely operations, balanced nutrition, and integrated pest management.",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_Cultivation_3868,alfalfa,fodder,Cultivation,How to cultivate alfalfa?,"🌾 **Alfalfa CULTIVATION GUIDE - PAKISTAN** 🌾

**Season:** Year-round
**Sowing Time:** October-November, February-March
**Harvest Time:** Every 30-35 days
**Duration:** 3-5 years (perennial)

**Soil Requirements:** Well-drained loamy, pH 6.5-7.0
**Temperature:** 15-25°C
**Water:** 8-10 irrigations/year

**Recommended Varieties:** Lucerne, Sargodha-2002, Punjab-2010
**Fertilizer:** DAP 1 bag/acre, Rhizobium inoculation
**Expected Yield:** 400-500 maunds/acre/year
**Major Regions:** Punjab, Sindh, KPK, Balochistan

For successful cultivation, ensure proper seed selection, timely operations, balanced nutrition, and integrated pest management.",Balochistan,,2026-02-12T19:42:49.330050,,
alfalfa_Cultivation_3869,alfalfa,fodder,Cultivation,Tell me about alfalfa farming,"🌾 **Alfalfa CULTIVATION GUIDE - PAKISTAN** 🌾

**Season:** Year-round
**Sowing Time:** October-November, February-March
**Harvest Time:** Every 30-35 days
**Duration:** 3-5 years (perennial)

**Soil Requirements:** Well-drained loamy, pH 6.5-7.0
**Temperature:** 15-25°C
**Water:** 8-10 irrigations/year

**Recommended Varieties:** Lucerne, Sargodha-2002, Punjab-2010
**Fertilizer:** DAP 1 bag/acre, Rhizobium inoculation
**Expected Yield:** 400-500 maunds/acre/year
**Major Regions:** Punjab, Sindh, KPK, Balochistan

For successful cultivation, ensure proper seed selection, timely operations, balanced nutrition, and integrated pest management.",KPK,,2026-02-12T19:42:49.330050,,
alfalfa_Cultivation_3870,alfalfa,fodder,Cultivation,Step by step process for growing alfalfa,"🌾 **Alfalfa CULTIVATION GUIDE - PAKISTAN** 🌾

**Season:** Year-round
**Sowing Time:** October-November, February-March
**Harvest Time:** Every 30-35 days
**Duration:** 3-5 years (perennial)

**Soil Requirements:** Well-drained loamy, pH 6.5-7.0
**Temperature:** 15-25°C
**Water:** 8-10 irrigations/year

**Recommended Varieties:** Lucerne, Sargodha-2002, Punjab-2010
**Fertilizer:** DAP 1 bag/acre, Rhizobium inoculation
**Expected Yield:** 400-500 maunds/acre/year
**Major Regions:** Punjab, Sindh, KPK, Balochistan

For successful cultivation, ensure proper seed selection, timely operations, balanced nutrition, and integrated pest management.",KPK,,2026-02-12T19:42:49.330050,,
alfalfa_SowingTime_3871,alfalfa,fodder,SowingTime,When to sow alfalfa?,"📅 **Alfalfa SOWING TIME IN PAKISTAN** 📅

**Season:** Year-round
**Sowing Window:** October-November, February-March
**Optimum Time:** October-November

**Temperature Requirement:** 15-25°C

**Regional Variations:**
• Punjab: Within the recommended window
• Sindh: Slightly earlier/later depending on variety
• KPK: Follow local advisory

**Tip:** Timely sowing can increase yield by 20-30%. Avoid delay beyond the recommended window.",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_SowingTime_3872,alfalfa,fodder,SowingTime,Best time for planting alfalfa,"📅 **Alfalfa SOWING TIME IN PAKISTAN** 📅

**Season:** Year-round
**Sowing Window:** October-November, February-March
**Optimum Time:** October-November

**Temperature Requirement:** 15-25°C

**Regional Variations:**
• Punjab: Within the recommended window
• Sindh: Slightly earlier/later depending on variety
• KPK: Follow local advisory

**Tip:** Timely sowing can increase yield by 20-30%. Avoid delay beyond the recommended window.",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_SowingTime_3873,alfalfa,fodder,SowingTime,alfalfa sowing season in Sindh,"📅 **Alfalfa SOWING TIME IN PAKISTAN** 📅

**Season:** Year-round
**Sowing Window:** October-November, February-March
**Optimum Time:** October-November

**Temperature Requirement:** 15-25°C

**Regional Variations:**
• Punjab: Within the recommended window
• Sindh: Slightly earlier/later depending on variety
• KPK: Follow local advisory

**Tip:** Timely sowing can increase yield by 20-30%. Avoid delay beyond the recommended window.",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_SowingTime_3874,alfalfa,fodder,SowingTime,When should I plant alfalfa?,"📅 **Alfalfa SOWING TIME IN PAKISTAN** 📅

**Season:** Year-round
**Sowing Window:** October-November, February-March
**Optimum Time:** October-November

**Temperature Requirement:** 15-25°C

**Regional Variations:**
• Punjab: Within the recommended window
• Sindh: Slightly earlier/later depending on variety
• KPK: Follow local advisory

**Tip:** Timely sowing can increase yield by 20-30%. Avoid delay beyond the recommended window.",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_SowingTime_3875,alfalfa,fodder,SowingTime,Optimum sowing time for alfalfa,"📅 **Alfalfa SOWING TIME IN PAKISTAN** 📅

**Season:** Year-round
**Sowing Window:** October-November, February-March
**Optimum Time:** October-November

**Temperature Requirement:** 15-25°C

**Regional Variations:**
• Punjab: Within the recommended window
• Sindh: Slightly earlier/later depending on variety
• KPK: Follow local advisory

**Tip:** Timely sowing can increase yield by 20-30%. Avoid delay beyond the recommended window.",Sindh,,2026-02-12T19:42:49.330050,,
alfalfa_HarvestTime_3876,alfalfa,fodder,HarvestTime,When to harvest alfalfa?,"📅 **Alfalfa HARVEST TIME IN PAKISTAN** 📅

**Harvest Period:** Every 30-35 days
**Crop Duration:** 3-5 years (perennial)

**Maturity Signs:**
• Crop reaches physiological maturity, leaves yellow, fruits/grains develop characteristic color/hardness

**Harvesting Method:** 
• Small fields: Manual harvesting
• Large fields: Mechanical harvester/combine

**Moisture Content at Harvest:** 
• Grain crops: 20-25%
• For storage: Dry to 12-14% moisture

**Post-Harvest:** Clean, dry, and store in proper conditions to maintain quality.",Punjab,,2026-02-12T19:42:49.330050,,
alfalfa_HarvestTime_3877,alfalfa,fodder,HarvestTime,alfalfa harvesting time,"📅 **Alfalfa HARVEST TIME IN PAKISTAN** 📅

**Harvest Period:** Every 30-35 days
**Crop Duration:** 3-5 years (perennial)

**Maturity Signs:**
• Crop reaches physiological maturity, leaves yellow, fruits/grains develop characteristic color/hardness

**Harvesting Method:** 
• Small fields: Manual harvesting
• Large fields: Mechanical harvester/combine

**Moisture Content at Harvest:** 
• Grain crops: 20-25%
• For storage: Dry to 12-14% moisture

**Post-Harvest:** Clean, dry, and store in proper conditions to maintain quality.",Punjab,,2026-02-12T19:42:49.330050,,
alfalfa_HarvestTime_3878,alfalfa,fodder,HarvestTime,How to know alfalfa is ready for harvest?,"📅 **Alfalfa HARVEST TIME IN PAKISTAN** 📅

**Harvest Period:** Every 30-35 days
**Crop Duration:** 3-5 years (perennial)

**Maturity Signs:**
• Crop reaches physiological maturity, leaves yellow, fruits/grains develop characteristic color/hardness

**Harvesting Method:** 
• Small fields: Manual harvesting
• Large fields: Mechanical harvester/combine

**Moisture Content at Harvest:** 
• Grain crops: 20-25%
• For storage: Dry to 12-14% moisture

**Post-Harvest:** Clean, dry, and store in proper conditions to maintain quality.",Punjab,,2026-02-12T19:42:49.330050,,
