question,answer,type,entities,timestamp
Crops suitable for sandy soil in Pakistan,"🌍 SANDY SOIL PROFILE

📊 Properties:
• Texture: coarse
• Drainage: excellent
• Nutrients: low to medium
• Water Holding: poor
• pH: 6.0-8.0

🌱 Suitable Crops:
• groundnut, watermelon, carrot, potato

⚠️ Challenges:
• nutrient leaching, dries quickly

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['sandy'],2026-02-12T17:23:09.541879
How much fertilizer for citrus per acre?,"💊 FERTILIZER FOR CITRUS

Basal: NPK 200:100:100
Additional: urea, DAP, MOK, FYM 20-30 kg/tree, iron, zinc

Tips:
• Soil test first
• Split nitrogen applications
• Apply when soil moist
• Include micronutrients",practical,['citrus'],2026-02-12T17:23:09.533870
How to improve clay loam soil?,"🌍 CLAY LOAM SOIL PROFILE

📊 Properties:
• Texture: medium fine
• Drainage: moderate
• Nutrients: moderate to high
• Water Holding: good to high
• pH: 6.0-7.5

🌱 Suitable Crops:
• wheat, rice, cotton, sugarcane

⚠️ Challenges:
• compaction, slow drainage

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,"['clay loam', 'clay']",2026-02-12T17:23:09.557405
What is the ideal pH for brinjal soil?,"🌾 COMPLETE GUIDE: BRINJAL IN PAKISTAN

📅 Season: kharif
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 22-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Black Beauty, Purple Long, Faisalabad Long, NAB-502
💊 Fertilizer: NPK 100:60:60, urea
🐛 Pests: shoot borer, whitefly
🦠 Diseases: bacterial wilt, phomopsis blight
📈 Yield: 120-200 maunds, 6000-10000 kg

⏱️ Duration: 100-120 days
🌾 Harvest: September 30 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['brinjal'],2026-02-12T17:23:09.527863
Properties of loamy soil for agriculture,"🌍 LOAMY SOIL PROFILE

📊 Properties:
• Texture: medium
• Drainage: good
• Nutrients: moderate to high
• Water Holding: good
• pH: 6.0-7.5

🌱 Suitable Crops:
• most crops, vegetables, fruits, cereals

⚠️ Challenges:
• erosion if not managed, requires regular organic addition

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['loamy'],2026-02-12T17:23:09.557405
What are the Kharif crops in Pakistan?,"📅 KHARIF CROPS (Apr-Jul sowing, Sep-Dec harvest)

Cereals: Rice, Maize, Sorghum, Millets
Cash: Cotton
Oilseeds: Sunflower, Groundnut
Pulses: Mungbean, Urdbean
Vegetables: Tomato, Chili, Okra, Brinjal
Fruits: Mango, Guava, Melons

Key: Rice and cotton are major Kharif crops",pakistan_specific,[],2026-02-12T17:23:09.533870
How to control pests in maize organically?,"🌿 ORGANIC MAIZE

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['maize'],2026-02-12T17:23:09.527863
What soil is best for brinjal in Pakistan?,"🌾 COMPLETE GUIDE: BRINJAL IN PAKISTAN

📅 Season: kharif
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 22-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Black Beauty, Purple Long, Faisalabad Long, NAB-502
💊 Fertilizer: NPK 100:60:60, urea
🐛 Pests: shoot borer, whitefly
🦠 Diseases: bacterial wilt, phomopsis blight
📈 Yield: 120-200 maunds, 6000-10000 kg

⏱️ Duration: 100-120 days
🌾 Harvest: September 30 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['brinjal'],2026-02-12T17:23:09.536878
How to increase mungbean yield per acre?,"🌾 COMPLETE GUIDE: MUNGBEAN IN PAKISTAN

📅 Season: kharif, summer
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 25-35°C
💧 Water: moderate, 300-500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: NM-2011, AZRI-mung-2006, Punjab-2008, Satharia
💊 Fertilizer: NPK 20:40:20, urea
🐛 Pests: whitefly (vector of MYMV), pod borer
🦠 Diseases: mungbean yellow mosaic virus (MYMV), powdery mildew
📈 Yield: 10-18 maunds, 400-700 kg

⏱️ Duration: 55-70 days
🌾 Harvest: August 15 - October 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['mungbean'],2026-02-12T17:23:09.520351
What is the ideal pH for mungbean soil?,"🌾 COMPLETE GUIDE: MUNGBEAN IN PAKISTAN

📅 Season: kharif, summer
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 25-35°C
💧 Water: moderate, 300-500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: NM-2011, AZRI-mung-2006, Punjab-2008, Satharia
💊 Fertilizer: NPK 20:40:20, urea
🐛 Pests: whitefly (vector of MYMV), pod borer
🦠 Diseases: mungbean yellow mosaic virus (MYMV), powdery mildew
📈 Yield: 10-18 maunds, 400-700 kg

⏱️ Duration: 55-70 days
🌾 Harvest: August 15 - October 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['mungbean'],2026-02-12T17:23:09.529870
Best practices for sugarcane cultivation?,"🌾 COMPLETE GUIDE: SUGARCANE IN PAKISTAN

📅 Season: spring, autumn, ratoon
🌱 Soil: deep fertile loamy, well-drained alluvial
🌡️ Temperature: 20-35°C
💧 Water: high, 1500-2500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: CPF-248, CPF-247, HSF-240, S2006-US-633
💊 Fertilizer: NPK 250:115:115, urea
🐛 Pests: top borer, root borer
🦠 Diseases: red rot, whip smut
📈 Yield: 600-800 maunds

⏱️ Duration: 10-16 months
🌾 Harvest: November 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sugarcane'],2026-02-12T17:23:09.537876
How to make coffee?,"I specialize only in agriculture-related topics. Please ask about crops, soil types, farming practices, irrigation methods, pest control, harvest techniques, or Pakistan agriculture.",out_of_domain,[],2026-02-12T17:23:09.558403
Compare loamy and sandy soils for agriculture,"📊 COMPARISON: LOAMY vs SANDY SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Loamy          │ Sandy          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium         │ coarse         │
│ Drainage    │ good           │ excellent      │
│ Water Hold  │ good           │ poor           │
│ Nutrients   │ moderate to high │ low to medium  │
└─────────────┴────────────────┴────────────────┘

Loamy crops: most crops, vegetables, fruits
Sandy crops: groundnut, watermelon, carrot",comparison_soil,"['loamy', 'sandy']",2026-02-12T17:23:09.524358
Rice cultivation in Pakistan - complete guide?,"Pakistan agriculture: Diverse across provinces. Punjab leads in wheat/rice, Sindh in rice/cotton, Balochistan in dates/fruits, KPK in fruits/vegetables. Contact local extension for specifics.",pakistan_specific,['rice'],2026-02-12T17:23:09.538876
Crops suitable for loamy soil in Pakistan,"🌍 LOAMY SOIL PROFILE

📊 Properties:
• Texture: medium
• Drainage: good
• Nutrients: moderate to high
• Water Holding: good
• pH: 6.0-7.5

🌱 Suitable Crops:
• most crops, vegetables, fruits, cereals

⚠️ Challenges:
• erosion if not managed, requires regular organic addition

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['loamy'],2026-02-12T17:23:09.532869
Should I grow cabbage or chili?,"🌾 COMPARISON: CABBAGE vs CHILI

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Cabbage            │ Chili              │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ rabi               │ kharif             │
│ Duration     │ 90-120 days        │ 90-120 days        │
│ Soil         │ loamy              │ sandy loam         │
│ Water        │ moderate           │ moderate           │
│ Yield/Acre   │ 150-250 maunds     │ 30-50 maunds (green) │
└──────────────┴────────────────────┴────────────────────┘

Cabbage: Punjab, KPK
Chili: Punjab, Sindh",comparison_crop,"['chili', 'cabbage']",2026-02-12T17:23:09.525358
Cost of cultivating groundnut per acre in Pakistan,"📋 GROUNDNUT PRACTICAL GUIDE

1. Varieties: BARD-482, Golden
2. Soil: well-drained sandy loam
3. Season: kharif
4. Fertilizer: NPK 40:60:40
5. Water: moderate
6. Yield: 25-40 maunds (pods), 1000-1600 kg

Contact Extension Officer for details",practical,['groundnut'],2026-02-12T17:23:09.533870
Which is better: clay or mountain soil?,"📊 COMPARISON: CLAY vs MOUNTAIN SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Clay           │ Mountain       │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ fine           │ variable, often stony │
│ Drainage    │ poor to moderate │ excessive      │
│ Water Hold  │ excellent      │ poor           │
│ Nutrients   │ high           │ variable       │
└─────────────┴────────────────┴────────────────┘

Clay crops: rice, wheat, sugarcane
Mountain crops: maize, wheat, potato",comparison_soil,"['clay', 'mountain']",2026-02-12T17:23:09.556405
Organic farming methods for chili cultivation,"🌿 ORGANIC CHILI

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['chili'],2026-02-12T17:23:09.557405
Fertilizer recommendation for brinjal?,"🌾 COMPLETE GUIDE: BRINJAL IN PAKISTAN

📅 Season: kharif
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 22-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Black Beauty, Purple Long, Faisalabad Long, NAB-502
💊 Fertilizer: NPK 100:60:60, urea
🐛 Pests: shoot borer, whitefly
🦠 Diseases: bacterial wilt, phomopsis blight
📈 Yield: 120-200 maunds, 6000-10000 kg

⏱️ Duration: 100-120 days
🌾 Harvest: September 30 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['brinjal'],2026-02-12T17:23:09.521355
What are the major crops grown in Pakistan?,"🌾 MAJOR CROPS OF PAKISTAN

Food Grains:
• Wheat (staple, all provinces)
• Rice (export, Basmati from Punjab)
• Maize (Punjab, KPK)

Cash Crops:
• Cotton (textile industry)
• Sugarcane (sugar industry)

Fruits:
• Mango (Sindhri, Langra, Chaunsa)
• Citrus (Kinnow major export)
• Apple, Peach, Plum (temperate)
• Date Palm (Balochistan)

Vegetables:
• Potato, Onion, Tomato
• Cabbage, Cauliflower, Carrot

Agriculture employs ~40% labor, ~20% GDP",pakistan_specific,[],2026-02-12T17:23:09.523362
desert vs black: which has better drainage?,"📊 COMPARISON: DESERT vs BLACK SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Desert         │ Black          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ sandy          │ clayey         │
│ Drainage    │ excessive      │ poor when wet  │
│ Water Hold  │ very poor      │ good           │
│ Nutrients   │ very low       │ high in calcium/magnesium │
└─────────────┴────────────────┴────────────────┘

Desert crops: millet, sorghum, pearl millet
Black crops: cotton, sugarcane, wheat",comparison_soil,"['desert', 'black']",2026-02-12T17:23:09.526355
mustard cultivation guide for Pakistani farmers,"🌾 COMPLETE GUIDE: MUSTARD IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 10-25°C
💧 Water: low to moderate, 250-400mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Raya Anmol, Punjab Sarson, Con-ola, Hyola-401
💊 Fertilizer: NPK 60:40:40, urea
🐛 Pests: aphids, painted bug
🦠 Diseases: white rust, downy mildew
📈 Yield: 20-35 maunds, 900-1500 kg

⏱️ Duration: 110-130 days
🌾 Harvest: March 15 - April 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['mustard'],2026-02-12T17:23:09.523362
Popular varieties of sugarcane recommended for Pakistan?,"🌾 COMPLETE GUIDE: SUGARCANE IN PAKISTAN

📅 Season: spring, autumn, ratoon
🌱 Soil: deep fertile loamy, well-drained alluvial
🌡️ Temperature: 20-35°C
💧 Water: high, 1500-2500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: CPF-248, CPF-247, HSF-240, S2006-US-633
💊 Fertilizer: NPK 250:115:115, urea
🐛 Pests: top borer, root borer
🦠 Diseases: red rot, whip smut
📈 Yield: 600-800 maunds

⏱️ Duration: 10-16 months
🌾 Harvest: November 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['sugarcane'],2026-02-12T17:23:09.524358
millet vs potato: which is more profitable?,"🌾 COMPARISON: MILLET vs POTATO

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Millet             │ Potato             │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ kharif             │ rabi               │
│ Duration     │ 65-90 days         │ 90-120 days        │
│ Soil         │ sandy loam         │ sandy loam         │
│ Water        │ low                │ moderate           │
│ Yield/Acre   │ 15-30 maunds       │ 200-300 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Millet: Punjab, Sindh
Potato: Punjab, KPK (Hazara)",comparison_crop,"['potato', 'millet']",2026-02-12T17:23:09.530874
Agriculture challenges in Balochistan?,"🌾 BALOCHISTAN AGRICULTURE

Major Crops:
• Dates (Makran region)
• Apples, Apricots (Quetta)
• Vegetables (Quetta)
• Drought-tolerant crops

Challenges:
• Water scarcity
• Arid climate
• Limited irrigation

Famous for dates and fruits",pakistan_specific,[],2026-02-12T17:23:09.534870
rice vs onion: which is more profitable?,"🌾 COMPARISON: RICE vs ONION

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Rice               │ Onion              │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ kharif             │ rabi               │
│ Duration     │ 90-150 days        │ 100-150 days       │
│ Soil         │ clay               │ sandy loam         │
│ Water        │ high               │ moderate           │
│ Yield/Acre   │ 40-60 maunds       │ 100-180 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Rice: Punjab, Sindh
Onion: Punjab, Sindh",comparison_crop,"['onion', 'rice']",2026-02-12T17:23:09.538876
Wheat production in Pakistan - best practices?,"Pakistan agriculture: Diverse across provinces. Punjab leads in wheat/rice, Sindh in rice/cotton, Balochistan in dates/fruits, KPK in fruits/vegetables. Contact local extension for specifics.",pakistan_specific,['wheat'],2026-02-12T17:23:09.544877
How do I grow brinjal in Pakistan?,"🌾 COMPLETE GUIDE: BRINJAL IN PAKISTAN

📅 Season: kharif
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 22-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Black Beauty, Purple Long, Faisalabad Long, NAB-502
💊 Fertilizer: NPK 100:60:60, urea
🐛 Pests: shoot borer, whitefly
🦠 Diseases: bacterial wilt, phomopsis blight
📈 Yield: 120-200 maunds, 6000-10000 kg

⏱️ Duration: 100-120 days
🌾 Harvest: September 30 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['brinjal'],2026-02-12T17:23:09.523362
How to control pests in carrot organically?,"🌿 ORGANIC CARROT

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['carrot'],2026-02-12T17:23:09.531872
Water requirements for mustard in Pakistan?,"🌾 COMPLETE GUIDE: MUSTARD IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 10-25°C
💧 Water: low to moderate, 250-400mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Raya Anmol, Punjab Sarson, Con-ola, Hyola-401
💊 Fertilizer: NPK 60:40:40, urea
🐛 Pests: aphids, painted bug
🦠 Diseases: white rust, downy mildew
📈 Yield: 20-35 maunds, 900-1500 kg

⏱️ Duration: 110-130 days
🌾 Harvest: March 15 - April 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['mustard'],2026-02-12T17:23:09.521355
Water requirements for onion in Pakistan?,"🌾 COMPLETE GUIDE: ONION IN PAKISTAN

📅 Season: rabi
🌱 Soil: sandy loam, loamy
🌡️ Temperature: 13-24°C
💧 Water: moderate, 350-550mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Phulkara, Swat-1, Sialkot Local, Red Pinoy
💊 Fertilizer: NPK 100:50:50, urea
🐛 Pests: thrips, onion fly
🦠 Diseases: purple blotch, downy mildew
📈 Yield: 100-180 maunds, 5000-9000 kg

⏱️ Duration: 100-150 days
🌾 Harvest: March 15 - May 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['onion'],2026-02-12T17:23:09.531872
Which is better: mountain or clay loam soil?,"📊 COMPARISON: MOUNTAIN vs CLAY LOAM SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Mountain       │ Clay Loam      │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ variable, often stony │ medium fine    │
│ Drainage    │ excessive      │ moderate       │
│ Water Hold  │ poor           │ good to high   │
│ Nutrients   │ variable       │ moderate to high │
└─────────────┴────────────────┴────────────────┘

Mountain crops: maize, wheat, potato
Clay Loam crops: wheat, rice, cotton",comparison_soil,"['clay loam', 'clay', 'mountain']",2026-02-12T17:23:09.531872
Best crops for Sindh's hot and humid climate?,"🌾 SINDH AGRICULTURE

Major Crops:
• Rice (IRRI varieties)
• Cotton, Sugarcane
• Mangoes (Sindhri)
• Bananas

Challenges:
• Water scarcity
• Salinity
• Monsoon flooding

Hot, humid climate
Indus River irrigation",pakistan_specific,[],2026-02-12T17:23:09.558403
How to prepare compost for agricultural use?,"🔨 LAND PREPARATION FOR OKRA

Best Soil: loamy, sandy loam, well-drained

Steps:
1. Clear residues (1 week before)
2. Deep plough 15-20cm
3. Second plough after 7-10 days
4. Harrow for fine tilth
5. Level properly
6. Add basal fertilizer
7. Make irrigation channels",practical,[],2026-02-12T17:23:09.557405
What are the requirements for sunflower cultivation?,"🌾 COMPLETE GUIDE: SUNFLOWER IN PAKISTAN

📅 Season: rabi, spring
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 20-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Hysun-33, Hysun-39, SF-187, S-278
💊 Fertilizer: NPK 60:40:20, urea
🐛 Pests: head borer, jassids
🦠 Diseases: downy mildew, alternaria leaf spot
📈 Yield: 25-40 maunds, 1000-1500 kg

⏱️ Duration: 90-110 days
🌾 Harvest: June 15 - July 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['sunflower'],2026-02-12T17:23:09.535877
How to test soil quality at home?,"🔬 SOIL TESTING GUIDE

When: Before each season
How:
• 10-15 samples from field
• 0-15cm depth
• Mix, air-dry, label

Where:
• Provincial Soil Testing Labs
• District Agriculture Offices
• PARC labs

Tests: pH, EC, N, P, K, micronutrients
Cost: PKR 500-5000",practical,[],2026-02-12T17:23:09.556405
Cost of cultivating barley per acre in Pakistan,"📋 BARLEY PRACTICAL GUIDE

1. Varieties: Jau-95, B-600
2. Soil: loamy
3. Season: rabi
4. Fertilizer: NPK 60:30:20
5. Water: low to moderate
6. Yield: 20-35 maunds, 800-1400 kg

Contact Extension Officer for details",practical,['barley'],2026-02-12T17:23:09.545876
Water holding capacity comparison: black vs alluvial,"📊 COMPARISON: BLACK vs ALLUVIAL SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Black          │ Alluvial       │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ clayey         │ variable       │
│ Drainage    │ poor when wet  │ good           │
│ Water Hold  │ good           │ variable       │
│ Nutrients   │ high in calcium/magnesium │ high           │
└─────────────┴────────────────┴────────────────┘

Black crops: cotton, sugarcane, wheat
Alluvial crops: rice, wheat, sugarcane",comparison_soil,"['black', 'alluvial']",2026-02-12T17:23:09.528871
Ideal temperature for millet cultivation?,"🌾 COMPLETE GUIDE: MILLET IN PAKISTAN

📅 Season: kharif
🌱 Soil: sandy loam, light textured
🌡️ Temperature: 25-35°C
💧 Water: low, 300-450mm, drought tolerant
📍 Regions: Punjab, Sindh

🎯 Varieties: Bajra-2003, ICMV-221, ICMV-93934, WCC-75
💊 Fertilizer: NPK 40:20:20, urea
🐛 Pests: shoot fly, stem borer
🦠 Diseases: downy mildew, ergot
📈 Yield: 15-30 maunds, 600-1200 kg

⏱️ Duration: 65-90 days
🌾 Harvest: September 15 - October 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['millet'],2026-02-12T17:23:09.543879
How to prepare land for mungbean cultivation?,"🔨 LAND PREPARATION FOR MUNGBEAN

Best Soil: well-drained loamy, sandy loam

Steps:
1. Clear residues (1 week before)
2. Deep plough 15-20cm
3. Second plough after 7-10 days
4. Harrow for fine tilth
5. Level properly
6. Add basal fertilizer
7. Make irrigation channels",practical,['mungbean'],2026-02-12T17:23:09.529870
Best practices for banana cultivation?,"🌾 COMPLETE GUIDE: BANANA IN PAKISTAN

📅 Season: year-round
🌱 Soil: deep loamy, alluvial
🌡️ Temperature: 25-30°C
💧 Water: high, 1200-2200mm annually
📍 Regions: Sindh (lower), Punjab (Multan)

🎯 Varieties: Cavendish (Dwarf, Giant), Basrai, Monte Carlo, Williams
💊 Fertilizer: NPK 200:100:200, urea
🐛 Pests: banana weevil, aphids
🦠 Diseases: banana bunchy top virus (BBTV), panama disease
📈 Yield: 150-250 dozens, 18000-30000 kg

⏱️ Duration: 10-15 months
🌾 Harvest: year-round

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['banana'],2026-02-12T17:23:09.531872
Water requirements for cabbage in Pakistan?,"🌾 COMPLETE GUIDE: CABBAGE IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, clay loam
🌡️ Temperature: 15-20°C
💧 Water: moderate, 380-500mm
📍 Regions: Punjab, KPK

🎯 Varieties: Golden Acre, Copenhagen Market, Punjab-2012, NAB-505
💊 Fertilizer: NPK 120:80:60, urea
🐛 Pests: cabbage worm, aphids
🦠 Diseases: black rot, downy mildew
📈 Yield: 150-250 maunds, 8000-13000 kg

⏱️ Duration: 90-120 days
🌾 Harvest: January 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['cabbage'],2026-02-12T17:23:09.532869
Organic farming methods for rice cultivation,"🌿 ORGANIC RICE

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['rice'],2026-02-12T17:23:09.544877
Agriculture challenges in Balochistan?,"🌾 BALOCHISTAN AGRICULTURE

Major Crops:
• Dates (Makran region)
• Apples, Apricots (Quetta)
• Vegetables (Quetta)
• Drought-tolerant crops

Challenges:
• Water scarcity
• Arid climate
• Limited irrigation

Famous for dates and fruits",pakistan_specific,[],2026-02-12T17:23:09.530874
How to improve red soil?,"🌍 RED SOIL PROFILE

📊 Properties:
• Texture: sandy loam to loamy
• Drainage: good
• Nutrients: low in organic matter
• Water Holding: moderate
• pH: 5.5-6.5

🌱 Suitable Crops:
• groundnut, rice (upland), millets, pigeon pea

⚠️ Challenges:
• low fertility, erosion prone on slopes

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['red'],2026-02-12T17:23:09.538876
What are the Kharif crops in Pakistan?,"📅 KHARIF CROPS (Apr-Jul sowing, Sep-Dec harvest)

Cereals: Rice, Maize, Sorghum, Millets
Cash: Cotton
Oilseeds: Sunflower, Groundnut
Pulses: Mungbean, Urdbean
Vegetables: Tomato, Chili, Okra, Brinjal
Fruits: Mango, Guava, Melons

Key: Rice and cotton are major Kharif crops",pakistan_specific,[],2026-02-12T17:23:09.544877
Fertilizer recommendation for cotton?,"🌾 COMPLETE GUIDE: COTTON IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained loamy, black soil
🌡️ Temperature: 21-35°C
💧 Water: moderate, 600-1200mm
📍 Regions: Punjab, Sindh

🎯 Varieties: BT-121, MNH-886, CIM-602, CIM-599
💊 Fertilizer: NPK 80:40:40, urea
🐛 Pests: bollworm, whitefly
🦠 Diseases: cotton leaf curl virus (CLCuV), bacterial blight
📈 Yield: 20-35 maunds lint, 800-1200 kg seed cotton

⏱️ Duration: 150-180 days
🌾 Harvest: October 15 - December 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['cotton'],2026-02-12T17:23:09.533870
How to prepare land for sunflower cultivation?,"🔨 LAND PREPARATION FOR SUNFLOWER

Best Soil: well-drained loamy, sandy loam, alluvial

Steps:
1. Clear residues (1 week before)
2. Deep plough 15-20cm
3. Second plough after 7-10 days
4. Harrow for fine tilth
5. Level properly
6. Add basal fertilizer
7. Make irrigation channels",practical,['sunflower'],2026-02-12T17:23:09.543879
Fertilizer recommendation for sorghum?,"🌾 COMPLETE GUIDE: SORGHUM IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained loamy, sandy loam
🌡️ Temperature: 25-35°C
💧 Water: moderate, 450-650mm
📍 Regions: Punjab, Sindh

🎯 Varieties: YSS-39, SSG-59, CSV-15, SPV-1411
💊 Fertilizer: NPK 80:40:20, urea
🐛 Pests: stem borer, shoot fly
🦠 Diseases: anthracnose, grain mold
📈 Yield: 35-55 maunds, 1500-2500 kg

⏱️ Duration: 90-120 days
🌾 Harvest: September 15 - November 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['sorghum'],2026-02-12T17:23:09.542876
Difference between clay loam and sandy soil,"📊 COMPARISON: CLAY LOAM vs SANDY SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Clay Loam      │ Sandy          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium fine    │ coarse         │
│ Drainage    │ moderate       │ excellent      │
│ Water Hold  │ good to high   │ poor           │
│ Nutrients   │ moderate to high │ low to medium  │
└─────────────┴────────────────┴────────────────┘

Clay Loam crops: wheat, rice, cotton
Sandy crops: groundnut, watermelon, carrot",comparison_soil,"['clay loam', 'clay', 'sandy']",2026-02-12T17:23:09.519840
Integrated pest management for maize,"🐛 IPM FOR MAIZE

Pests: stem borer, armyworm, shoot fly
Diseases: northern corn leaf blight, stalk rot

IPM Strategies:
1. Cultural: Rotation, sanitation
2. Mechanical: Traps, hand picking
3. Biological: Beneficial insects, Bt
4. Chemical: Last resort

Monitor weekly, act at threshold",practical,['maize'],2026-02-12T17:23:09.519840
